type,icon,campground name,street address,city,state,zip,coordinates,phone,website,amenities,notes
waypoint,campground,Mountain View Motorcycle Campground,"401 Buck Mountain Rd, Elk Park, NC 28622",Elk Park,NC,28622,"36.17030024938613, -81.99312550020339",(828) 742-1054,https://www.facebook.com/profile.php?id=100057529086709,"Tent, hammock, bunk, cabins, shower",cash only
